200711070541	0.5184	0.022396
200711080541	0.5329	0.023236
200711090541	0.5329	0.023374
200711100541	0.5041	0.022524
200711110541	0.5041	0.022662
200711120541	0.5184	0.023009
200711130541	0.5184	0.023252
200711140541	0.5184	0.023772
200711150541	0.5329	0.024256
200711160541	0.5329	0.024541
200711170541	0.5776	0.025430
200711180541	0.5625	0.024678
200711190541	0.5476	0.024211
200711200541	0.5776	0.024444
200711210541	0.6084	0.025403
200711220541	0.6241	0.026005
200711240143	0.7225	0.032224
200711250302	0.7396	0.033282
200711260321	0.7744	0.033468
200711270321	0.7921	0.032981
200711280336	0.8100	0.033838
200711290336	0.8100	0.035299
200711300336	0.7569	0.035474
200712010336	0.7396	0.036305
200712020336	0.7396	0.036181
200712030337	0.7225	0.036324
200712040338	0.7225	0.036565
200712050338	0.6889	0.035741
200712060338	0.6889	0.035579
200712070338	0.7056	0.035603
200712080338	0.7056	0.036346
200712090353	0.7225	0.036331
200712100409	0.7225	0.036154
200712110409	0.7396	0.036801
200712120409	0.7396	0.036742
200712130409	0.7225	0.036124
200712140409	0.7396	0.036257
200712150409	0.7396	0.036896
200712160409	0.6889	0.035818
200712170409	0.6889	0.035599
200712180409	0.6889	0.035141
200712190409	0.6889	0.035648
200712211617	0.7569	0.039311
200712221618	0.7225	0.039133
200712231618	0.7225	0.039657
200712242326	0.8100	0.044765
200712252326	0.7056	0.040146
200712262326	0.7056	0.039697
200712272326	0.6724	0.039451
200712282332	0.6561	0.039382
200712300039	0.6400	0.039610
200712310048	0.6400	0.039179
200801010048	0.6561	0.039024
200801020048	0.6724	0.038970
200801030048	0.6561	0.038939
200801040048	0.7056	0.039085
200801050048	0.7056	0.039391
200801060048	0.7225	0.039336
200801070053	0.7225	0.039025
200801080058	0.7056	0.038689
200801090058	0.7056	0.037797
200801100058	0.7056	0.037378
200801110059	0.7225	0.037654
200801120059	0.7225	0.037155
200801130059	0.7056	0.036583
200801140059	0.7225	0.036287
200801150059	0.7056	0.036508
200801160100	0.7396	0.036599
200801170118	0.7569	0.037325
200801180118	0.7396	0.037162
200801190118	0.7396	0.037452
200801200118	0.7225	0.037625
200801210118	0.6724	0.033669
200801220118	0.6724	0.033319
200801230118	0.6724	0.032181
200801240118	0.5776	0.025251
200801250118	0.5929	0.024606
200801260118	0.5929	0.024463
200801270119	0.5929	0.024178
200801280119	0.6084	0.025248
200801290119	0.6084	0.025233
200801300119	0.6400	0.026864
200801310119	0.6084	0.027172
200802010119	0.5929	0.026329
200802020120	0.5929	0.026240
200802030120	0.5776	0.025922
200802040120	0.5625	0.025731
200802050120	0.5776	0.026142
200802060215	0.5776	0.026124
200802070305	0.5929	0.026382
200802080305	0.5929	0.026677
200802090306	0.6084	0.026913
200802100306	0.6084	0.026817
200802110306	0.5929	0.027165
200802120306	0.5776	0.026915
200802130306	0.5776	0.027550
200802140308	0.5625	0.026793
200802150312	0.5776	0.026317
200802160318	0.5776	0.025586
200802170404	0.5929	0.025236
200802180409	0.5476	0.025028
200802190411	0.5625	0.025369
200802200411	0.5476	0.025529
200802211212	0.7921	0.040180
200802221835	0.8100	0.042501
200802231837	0.8281	0.042896
200802241843	0.8281	0.043172
200802251857	0.8100	0.042331
200802261859	0.8100	0.043026
200802271859	0.8100	0.042093
200802281859	0.8281	0.041587
200802291912	0.8100	0.040275
200803011914	0.8281	0.040085
200803021917	0.8281	0.040364
200803031919	0.8464	0.040305
200803041919	0.8464	0.039949
200803051921	0.8464	0.039952
200803062015	0.8649	0.040162
200803072018	0.8649	0.039813
200803082018	0.8464	0.039994
200803092018	0.8281	0.039906
200803102018	0.8281	0.040035
200803112021	0.8464	0.040319
200803122021	0.8836	0.041113
200803132021	0.9025	0.041770
200803142021	0.9025	0.042003
200803152021	0.9216	0.042330
200803162021	0.9216	0.042987
200803172021	0.9025	0.044248
200803182021	0.8836	0.044108
200803200621	0.9604	0.045291
200803210624	0.9409	0.044800
200803252105	0.9409	0.045240
200803281709	0.7569	0.035707
200803291712	0.9801	0.046103
200803301712	1.1881	0.054421
200803311712	1.3689	0.061307
200804011712	1.4161	0.062138
200804021724	1.4161	0.061194
200804031728	1.4161	0.062287
200804041731	1.4400	0.062715
200804051732	1.4884	0.063646
200804061732	1.7424	0.071549
200804071732	1.8769	0.074579
200804081732	2.0449	0.080318
200804091735	2.2201	0.083410
200804101738	2.3409	0.085043
200804111738	2.3716	0.084495
200804121738	2.4649	0.084759
200804131738	2.5921	0.087265
200804141738	2.6896	0.088237
200804151738	2.6244	0.084939
200804161741	2.4964	0.081408
200804171741	2.4025	0.077977
200804181741	2.3409	0.074582
200804191741	2.2801	0.071619
200804201741	2.2201	0.068808
200804211741	2.2201	0.066815
200804221754	2.1609	0.064756
200804231757	2.1316	0.062636
200804241757	1.9321	0.060491
200804251757	1.8225	0.057558
200804261757	1.7689	0.057001
200804271757	1.6900	0.056321
200804281757	1.7956	0.057389
200804291757	1.9044	0.059699
200804301759	1.9881	0.062100
200805011827	2.0449	0.061989
200805021844	2.0164	0.061035
200805031851	1.9881	0.059995
200805041906	1.9881	0.059635
200805051923	2.1904	0.062036
200805061925	2.2801	0.064464
200805071928	2.3409	0.065811
200805081928	2.2801	0.065530
200805091928	2.2801	0.065127
200805101928	2.3409	0.067487
200805111928	2.4649	0.070131
